Rank,RO,ST,Locid,City,Airport Name,S/L,Hub,04-14 Percentage,Total Enplanements,CY 14 Enplanements,CY 13 Enplanements,CY 12 Enplanements,CY 11 Enplanements,CY 10 Enplanements,CY 09 Boardings,CY 08 Boardings,CY2007 Enplanements,CY 2006 Enplanements,CY 05 Enplanements,CY 04 Enplanements
353,NM,WY,RKS,Rock Springs,Rock Springs-Sweetwater County,P,N,0%,"233,019","20,243",24279,28270,26219,20993,19458,25541,22730,18435,14662,12189
354,GL,OH,LUK,Cincinnati,Cincinnati Municipal Airport Lunken Field,P,N,0%,"54,792","13,459",13914,11833,9308,1008,657,2039,636,721,451,766
355,GL,MI,MKG,Muskegon,Muskegon County,P,N,0%,"268,198","15,847",18020,17816,14101,13088,15886,30051,34268,35937,37975,35209
356,AL,AK,CDV,Cordova,Merle K (Mudhole) Smith,P,N,0%,"187,156","14,479",15772,16061,17731,17856,15372,16640,16759,17442,19590,19454
357,GL,MI,ESC,Escanaba,Delta County,P,N,0%,"121,873","17,946",15110,13480,13478,9246,6925,5307,8589,10019,11361,10412
358,NM,UT,OGD,Ogden,Ogden-Hinckley,P,N,0%,"39,186","18,843",15523,4290,121,101,48,63,12,153,5,27
359,SW,NM,HOB,Hobbs,Lea County Regional,P,N,0%,"69,711","18,239",17246,17111,7346,334,944,1755,2125,1845,1547,1219
360,NM,OR,OTH,North Bend,Southwest Oregon Regional,P,N,0%,"294,324","15,080",16864,18283,22066,23124,22395,35458,38024,35749,36083,31198
361,WP,CA,RIV,Riverside,March ARB,GA,None,0%,"283,261","16,557",13651,16970,25322,37332,27217,36406,26986,32056,21184,29580
362,AL,AK,UNK,Unalakleet,Unalakleet,P,N,0%,"130,437","13,099",14011,13070,12332,12693,10571,12327,11249,11261,10224,9600
363,NE,ME,RKD,Rockland,Knox County Regional,P,N,0%,"163,188","14,300",15724,15720,16680,17657,14461,13866,15064,13936,13217,12563
364,WP,NV,VGT,Las Vegas,North Las Vegas,P,N,0%,"1,167,370","26,955",40111,48271,55161,64674,26526,67389,85900,209619,263553,279211
365,NE,MA,BED,Bedford,Laurence G Hanscom Field,GA,None,0%,"131,478","11,116",12621,11097,10893,7952,7350,8385,16568,14560,13887,17049
366,AL,AK,MRI,Anchorage,Merrill Field,P,N,0%,"188,377","22,210",13440,20163,23344,14972,14769,15206,9204,10820,17745,26504
367,NM,WY,LAR,Laramie,Laramie Regional,P,N,0%,"113,220","13,362",13733,8131,8493,8999,8663,10371,10771,10407,10065,10225
368,GL,MN,INL,International Falls,Falls International-Einarson Field,P,N,0%,"188,404","16,328",15796,15240,15157,14051,15861,16590,17923,18475,21861,21122
369,NM,UT,CDC,Cedar City,Cedar City Regional,P,N,0%,"104,259","14,362",13214,15881,8690,5997,5486,7776,6903,8312,10412,7226
370,AL,AK,VDZ,Valdez,Valdez Pioneer Field,P,N,0%,"170,110","14,658",13318,16087,16147,15739,14363,14981,16225,15457,15522,17613
371,AL,AK,ANI,Aniak,Aniak,P,N,0%,"203,521","12,955",14334,15220,16217,16394,16255,18526,23803,26041,23116,20660
372,WP,NV,EKO,Elko,Elko Regional,P,N,0%,"372,429","18,200",19510,33310,23543,21863,20668,25523,28523,34158,75618,71513
373,EA,NY,GTB,Fort Drum,Wheeler-Sack AAF,GA,None,0%,"112,011","4,605",13300,8647,7061,13981,13721,14457,9128,11930,11978,3203
374,EA,NY,FRG,North Babylon,Republic,GA,None,0%,"51,779","12,559",4791,7752,8638,2783,2866,3586,2813,2665,1634,1692
375,AL,AK,KSM,St Mary's,St Mary's,P,N,0%,"124,655","12,473",13949,12711,12415,9891,7213,9808,14258,13744,8262,9931
376,SO,MS,PIB,Moselle,Hattiesburg-Laurel Regional,P,N,0%,"146,179","6,640",10633,13857,16095,13766,12972,12576,14673,14131,15406,15430
377,NE,ME,PQI,Presque Isle,Northern Maine Regional Airport at Presque Isle,P,N,0%,"157,650","12,330",11488,12412,14264,15052,13513,13385,15591,16529,16479,16607
378,GL,MI,IMT,Iron Mountain,Ford,P,N,0%,"92,536","12,504",11271,8755,11324,6943,5475,3998,7248,7859,9130,8029
379,AL,AK,WRG,Wrangell,Wrangell,P,N,0%,"122,030","11,828",11807,11434,11674,10882,10790,10601,11588,10580,10740,10106
380,EA,DE,ILG,Wilmington,New Castle,P,N,0%,"182,984","104,488",52159,1064,642,789,320,1182,11485,8554,1084,1217
381,NE,RI,BID,Block Island,Block Island State,P,N,0%,"97,553","12,967",10865,10841,10164,9821,8516,10384,9383,7595,257,6760
382,GL,MN,HIB,Hibbing,Range Regional,P,N,0%,"115,521","11,617",11669,11921,12272,11227,8926,8896,8716,10197,10619,9461
383,WP,CA,CRQ,Carlsbad,McClellan-Palomar,P,N,0%,"480,029","50,056",51978,48474,45518,28355,25160,35033,46924,50157,48927,49447
384,WP,MP,GRO,Northern Islands (Municipality),Benjamin Taisacan Manglona International,P,N,0%,"275,486","10,821",10092,13206,20961,21964,26040,27776,28856,42033,39747,33990
385,NE,RI,WST,Westerly,Westerly State,P,N,0%,"98,136","12,354",10136,10067,9203,11402,8804,11201,9876,8177,9,6907
386,SO,NC,92NC,Morganton,Grace Hospital,GA,None,0%,0,0,,,,,,,,,,
387,NM,WA,FHR,Friday Harbor,Friday Harbor,P,N,0%,"164,585","11,798",10688,11555,11283,12381,12940,13835,12287,23317,21172,23329
388,AL,AK,GST,Gustavus,Gustavus,P,N,0%,"110,660","9,484",10076,9509,11537,9996,8822,11828,5197,10959,11579,11673
389,NE,MA,PVC,Provincetown,Provincetown Municipal,P,N,0%,"123,404","10,410",11288,11580,10967,11450,10747,11468,12459,11375,10236,11424
390,AL,AK,GAL,Galena,Edward G Pitka Sr,P,N,0%,"123,174","12,349",14141,14563,10862,12421,7447,7784,8909,10770,11261,12667
391,GL,IL,MWA,Marion,Williamson County Regional,P,N,0%,"101,412","11,096",11241,11411,10558,8047,3399,3631,6441,12162,12373,11053
392,AL,AK,DGG,Red Dog Mine,Red Dog,GA,None,0%,"103,672","10,101",10473,10614,11017,10189,9041,9599,9040,8475,7968,7155
393,GL,MI,APN,Alpena,Alpena County Regional,P,N,0%,"112,057","12,809",15914,13011,12320,8737,7637,7519,7638,7977,10302,8193
394,AL,AK,YAK,Yakutat,Yakutat,P,N,0%,"122,010","10,619",10135,10100,10517,10035,12158,11028,11443,11586,11989,12400
395,NE,NH,LEB,Lebanon,Lebanon Municipal,P,N,0%,"109,883","10,599",10614,10191,9106,7832,6089,8294,12514,12143,11367,11134
396,NM,MT,SDY,Sidney,Sidney-Richland Municipal,P,N,0%,"80,822","11,878",10378,11858,5557,3659,2766,2031,3363,4771,13479,11082
397,CE,KS,SLN,Salina,Salina Regional,P,N,0%,"38,702","2,398",2829,3526,2857,3144,2868,5170,4127,2877,2805,6101
398,AL,AK,HNH,Hoonah,Hoonah,P,N,0%,"104,214","9,849",10468,9564,10815,10759,7651,7680,8482,8615,9499,10832
399,AL,AK,AKW,Klawock,Klawock,CS,None,0%,"11,992","7,780",1550,79,16,15,9,4,27,1247,789,476
400,NE,ME,BHB,Bar Harbor,Hancock County-Bar Harbor,CS,None,0%,"115,117","8,625",10292,10006,12510,11109,10100,10562,10953,10256,10057,10647
401,SO,MS,UTA,Tunica,Tunica Municipal,CS,None,0%,"401,981","31,003",38170,40782,41670,65907,64238,59795,45471,14897,23,25
402,GL,IL,UIN,Quincy,Quincy Regional-Baldwin Field,CS,None,0%,"81,193","10,241",10679,10165,9083,7783,1750,2044,2707,8326,9483,8932
403,CE,IA,BRL,Burlington,Southeast Iowa Regional,CS,None,0%,"59,361","6,692",6439,7887,7020,2821,1986,2645,1920,7967,6723,7261
404,AL,AK,HNS,Haines,Haines,CS,None,0%,"91,472","8,368",10106,10093,8618,9534,7099,7035,7554,7071,8054,7940
405,EA,NJ,MMU,Morristown,Morristown Municipal,GA,None,0%,"44,161","7,936",11355,9209,4563,729,1045,1276,1521,1799,2305,2423
406,SO,SC,AIK,Aiken,Aiken Municipal,GA,None,0%,"1,028",102,286,78,56,262,60,41,23,22,19,79
407,WP,HI,LUP,Kalaupapa,Kalaupapa,CS,None,0%,"26,377","5,128",3205,3186,520,1217,2035,3135,3206,1238,1891,1616
408,AL,AK,AQH,Quinhagak,Quinhagak,CS,None,0%,"75,839","7,759",7134,6583,6392,6770,6387,6950,7373,7248,7249,5994
409,CE,KS,HYS,Hays,Hays Regional,CS,None,0%,"97,172","5,621",8726,10381,11397,9026,7518,8540,10536,10274,7933,7220
410,WP,AZ,1Z1,Whitmore,Grand Canyon Bar Ten Airstrip,GA,None,0%,"37,726","8,291",8074,7275,7293,6793,,,,,,
411,SO,FL,VQQ,Jacksonville,Cecil,GA,None,0%,528,375,122,0,4,0,,,5,0,17,5
412,AL,AK,SGY,Skagway,Skagway,CS,None,0%,"97,947","7,296",8050,7532,8244,8531,6468,10727,13156,9038,9385,9520
413,CE,MO,TBN,Fort Leonard Wood (U.S. Army),Waynesville-St Robert Regional Forney Field,GA,None,0%,"69,227","8,281",8325,7894,6978,4159,4869,4784,1637,7690,8216,6394
414,GL,IL,DEC,Decatur,Decatur,CS,None,0%,"77,119","6,746",6827,7753,7808,2456,672,1232,4014,14680,11686,13245
415,EA,NJ,TEB,Teterboro,Teterboro,GA,None,0%,"113,059","7,894",16090,6136,5071,6725,6447,12573,16243,15377,8127,12376
416,NM,MT,WYS,West Yellowstone,Yellowstone,CS,None,0%,"49,141","5,637",5354,4965,5323,4451,4331,4186,3861,4031,4372,2630
417,SO,GA,SVN,Savannah,Hunter AAF,GA,None,0%,"148,731","5,321",5857,17085,2747,11375,26424,10425,22468,3167,24959,18903
418,AL,AK,ENM,Emmonak,Emmonak,CS,None,0%,"107,600","9,447",8268,9854,9174,10537,9872,9097,12638,10648,11271,6794
419,NE,MA,EWB,New Bedford,New Bedford Regional,CS,None,0%,"147,546","8,159",10604,12256,11152,12363,11680,13908,14567,15211,17960,19686
420,GL,MI,MGN,Harbor Springs,Harbor Springs,GA,None,0%,"37,130","6,013",98,4503,4213,4019,3862,4190,42,4014,3296,2880
421,EA,WV,MGW,Morgantown,Morgantown Municipal-Walter L Bill Hart Field,CS,None,0%,"107,368","10,676",10036,10239,10674,11249,11727,10630,4740,4734,11038,11625
422,AL,AK,CDB,Cold Bay,Cold Bay,CS,None,0%,"98,364","8,172",8665,9463,9395,9261,8968,9105,8721,9153,8661,8800
423,SO,FL,NIP,Jacksonville,Jacksonville NAS (Towers Field),GA,None,0%,"122,184","11,783",14238,12106,13403,11757,10361,11284,9458,10308,9050,8436
424,CE,IA,MCW,Mason City,Mason City Municipal,CS,None,0%,"110,961",770,3188,6029,11594,13852,11076,11678,11612,12142,13127,15893
425,AL,AK,FYU,Fort Yukon,Fort Yukon,CS,None,0%,"92,504","7,148",7441,7948,9444,7986,7738,8298,9085,8929,8964,9523
426,GL,SD,PIR,Pierre,Pierre Regional,CS,None,0%,"159,418","9,504",14507,11685,14802,14686,13692,15983,16176,16731,16138,15514
427,AL,AK,IIK,Kipnuk,Kipnuk,CS,None,0%,"63,152","6,451",6114,5527,5780,5919,5133,4924,5189,5893,6100,6122
428,AL,AK,VAK,Chevak,Chevak,CS,None,0%,"57,649","5,690",5203,5559,5578,5588,5507,4741,4641,4791,5021,5330
429,AL,AK,HPB,Hooper Bay,Hooper Bay,CS,None,0%,"64,363","5,460",4783,5368,6039,5949,5521,6002,6321,6327,6380,6213
430,EA,WV,LWB,Lewisburg,Greenbrier Valley,CS,None,0%,"118,648","8,604",8455,10849,17281,12293,4651,7153,12349,13711,11753,11549
431,SO,NC,POB,Fayetteville,Pope AAF,GA,None,0%,"203,765","8,655",9497,14277,18747,12744,33381,25692,26514,21689,14204,18365
432,CE,MO,CGI,Scott City,Cape Girardeau Regional,CS,None,0%,"54,005","6,544",6477,6232,5940,4862,978,443,1365,8196,7019,5949
433,GL,ND,DVL,Devils Lake,Devils Lake Regional,CS,None,0%,"39,934","3,050",2679,2976,5599,5242,3984,3216,3580,3347,3327,2934
434,AL,AK,OOK,Toksook Bay,Toksook Bay,CS,None,0%,"51,978","5,088",5206,4524,4338,4726,4410,4103,4875,4583,4952,5173
435,GL,ND,JMS,Jamestown,Jamestown Regional,CS,None,0%,"34,576","3,207",2449,3544,5355,4434,3471,2769,2208,2386,2196,2557
436,SO,PR,MAZ,Mayaguez,Eugenio Maria De Hostos,CS,None,0%,"70,782","6,165",5673,5856,4961,4466,4386,4636,4844,3754,7463,18578
437,AL,AK,5Z9,Katmai National Park,Lake Brooks,GA,None,0%,"36,158",0,5220,1768,4739,2313,2130,5547,4295,2304,3313,4529
438,AL,AK,ILI,Iliamna,Iliamna,CS,None,0%,"82,812","6,092",5688,7036,7396,6889,6328,9545,8153,9207,7947,8531
439,NM,CO,LMO,Longmont,Vance Brand,GA,None,0%,48,8,9,3,,,,,14,14,,
440,NM,WA,S60,Kenmore,Kenmore Air Harbor Inc,GA,None,0%,"187,682","4,022",220,2647,5062,5336,5487,33266,24958,35493,50978,20213
441,WP,CA,VIS,Visalia,Visalia Municipal,CS,None,0%,"32,376","1,648",3521,3354,2980,1831,2455,1696,4637,5141,4008,1105
442,EA,VA,SHD,Weyers Cave,Shenandoah Valley Regional,CS,None,0%,"106,180","9,422",19730,15179,12033,10408,8364,7746,4907,5375,5307,7709
443,CE,KS,LBL,Liberal,Liberal Mid-America Regional,CS,None,0%,"80,973","7,734",11101,10487,8007,7156,6255,7911,5113,5933,6018,5258
444,NE,VT,RUT,Rutland,Rutland - Southern Vermont Regional,CS,None,0%,"47,090","5,407",5321,5916,5997,5530,4458,5038,2271,2245,2218,2689
445,AL,AK,WLK,Selawik,Selawik,CS,None,0%,"59,479","4,898",4336,5135,4922,4828,4679,5920,6380,6504,5842,6035
446,WP,HI,JRF,Kapolei,Kalaeloa (John Rodgers Field),CS,None,0%,"2,100","2,100",,,,,,,,,,
447,CE,IA,FOD,Fort Dodge,Fort Dodge Regional,CS,None,0%,"70,596",457,3083,5625,10866,8207,5378,6219,7037,6911,8229,8584
448,NM,WA,ORS,Eastsound,Orcas Island,CS,None,0%,"40,529","5,950",802,3703,3410,3982,3421,4109,4773,3122,2934,4323
449,CE,MO,IRK,Kirksville,Kirksville Regional,CS,None,0%,"33,400","5,633",5917,5744,5100,2127,926,684,1817,1878,1466,2108
450,CE,MO,BBG,Branson,Branson,GA,None,0%,"535,520","57,294",131806,110078,102093,91568,42681,0,,,,
451,CE,NE,BFF,Scottsbluff,Western Nebraska Regional/William B Heilig Field,CS,None,0%,"108,089","5,594",10172,10356,9912,9864,9221,10608,11973,10068,10235,10086
452,NE,ME,AUG,Augusta,Augusta State,CS,None,0%,"52,361","5,387",5798,4791,5611,4300,3663,3554,4229,5049,5225,4754
453,EA,NY,OGS,Ogdensburg,Ogdensburg International,CS,None,0%,"33,068","5,507",5392,5033,3589,2329,2036,603,2576,1664,2078,2261
454,EA,NY,SLK,Saranac Lake,Adirondack Regional,CS,None,0%,"49,038","5,141",5759,6018,5770,5762,4809,4252,3413,2835,2682,2597
455,AL,AK,CFK,Chefornak,Chefornak,CS,None,0%,"41,203","4,590",4414,4455,4087,3640,3126,3236,3391,3570,3519,3175
456,CE,IA,IOW,Iowa City,Iowa City Municipal,GA,None,0%,"4,277",546,29,61,5,52,2,487,902,1396,32,765
457,GL,MI,MBL,Manistee,Manistee Co-Blacker,GA,None,0%,"36,711","3,306",163,2822,11220,3413,2735,2087,3013,2799,2435,2718
458,AL,AK,PHO,Point Hope,Point Hope,CS,None,0%,"51,707","4,518",4735,4399,4484,4713,4644,5236,5091,4900,4580,4407
459,CE,KS,FOE,Topeka,Topeka Regional,CS,None,0%,"148,361","21,730",9339,8476,7015,15115,11985,14922,24316,17924,7530,10009
460,WP,HI,MUE,Kamuela,Waimea-Kohala,CS,None,0%,"15,093","5,287",857,5,26,47,313,407,1199,2144,2320,2488
461,WP,CA,CEC,Crescent City,Jack McNamara Field,CS,None,0%,"141,450","13,701",12136,12547,14887,14341,11490,12541,13694,12009,11632,12472
462,AL,AK,SCM,Scammon Bay,Scammon Bay,CS,None,0%,"45,548","4,508",4178,4021,4510,4155,3925,3861,4309,4131,4149,3801
463,SW,AR,JBR,Jonesboro,Jonesboro Municipal,CS,None,0%,"29,675","5,056",4864,4730,989,522,165,1339,3120,3233,3079,2578
464,SW,NM,CVN,Clovis,Clovis Municipal,CS,None,0%,"22,775","1,952",1384,1694,2033,2165,2028,2419,2561,2318,2130,2091
465,GL,MI,IWD,Ironwood,Gogebic-Iron County,CS,None,0%,"27,106","2,540",2515,2532,3391,944,1092,1524,3002,3318,3291,2957
466,AL,AK,MOU,Mountain Village,Mountain Village,CS,None,0%,"55,430","4,760",4571,4614,5299,4927,4373,5100,5528,5013,5599,5646
467,CE,NE,LBF,North Platte,North Platte Regional Airport Lee Bird Field,CS,None,0%,"99,453","5,016",10421,11210,10962,8391,7924,10288,11173,8839,7749,7480
468,CE,NE,EAR,Kearney,Kearney Regional,CS,None,0%,"111,489","8,384",13096,12480,11019,9530,10113,11956,12707,8936,6789,6479
469,AL,AK,2A9,Kotlik,Kotlik,CS,None,0%,"43,198","4,782",3622,3740,4035,3498,3377,4237,4117,3654,4030,4106
470,EA,NY,MSS,Massena,Massena International-Richards Field,CS,None,0%,"37,623","4,553",4788,4964,4396,3350,3252,971,2102,2946,3218,3083
471,AL,AK,D76,Noorvik,Robert /Bob/ Curtis Memorial,CS,None,0%,"56,595","3,946",4188,4588,4065,4661,4985,6055,6523,6884,5390,5310
472,EA,WV,PKB,Parkersburg,Mid-Ohio Valley Regional,CS,None,0%,"88,194","5,486",8323,8292,7551,5477,5930,5275,4531,6538,13773,17018
473,AL,AK,WTK,Noatak,Noatak,CS,None,0%,"52,776","4,296",4088,4721,4549,4529,4383,5536,5210,5604,4859,5001
474,SW,AR,HRO,Harrison,Boone County,CS,None,0%,"38,685","4,379",5123,5347,2771,1778,276,1903,4930,4711,3853,3614
475,EA,PA,JST,Johnstown,John Murtha Johnstown-Cambria County,CS,None,0%,"94,515","4,856",6186,6986,7956,8457,7956,7634,9733,10629,12674,11448
476,AL,AK,EIL,Fairbanks,Eielson AFB,GA,None,0%,"33,135","2,782",502,1046,10249,1735,1150,6486,1867,1110,5656,552
477,AL,AK,DUY,Kongiganak,Kongiganak,CS,None,0%,"42,490","3,904",3904,3408,3947,4359,4143,3835,3716,4008,3636,3630
478,NM,OR,PDT,Pendleton,Eastern Oregon Regional at Pendleton,CS,None,0%,"63,499","4,015",4105,5066,4952,4898,3828,7217,7541,7446,6977,7454
479,AL,AK,SDP,Sand Point,Sand Point,CS,None,0%,"45,839","4,135",3976,3984,4843,4281,3957,4296,4105,4117,4090,4055
480,AL,AK,Z09,Kasigluk,Kasigluk,CS,None,0%,"45,931","4,719",5089,4804,4674,4164,3969,3871,4001,4218,3502,2920
481,AL,AK,BVK,Buckland,Buckland,CS,None,0%,"42,809","4,009",3138,3509,3338,3580,3105,4016,4776,5192,4117,4029
482,GL,MI,YIP,Detroit,Willow Run,CS,None,0%,"37,172","3,854",2527,9482,5407,3008,2276,1799,2021,2130,2146,2522
483,AL,AK,A61,Tuntutuliak,Tuntutuliak,CS,None,0%,"40,004","3,861",3665,3610,3585,3662,3309,3359,3763,3687,3684,3819
484,AL,AK,AWI,Wainwright,Wainwright,CS,None,0%,"43,868","3,731",3959,3531,3638,4129,3770,3547,5559,4324,4049,3631
485,SW,NM,SVC,Silver City,Grant County,CS,None,0%,"20,359","1,128",1670,1363,1609,1501,1860,2607,2196,2353,2066,2006
486,AL,AK,SOV,Seldovia,Seldovia,CS,None,0%,"73,716","3,459",3774,4294,4538,5707,6270,7696,9081,9637,9292,9968
487,SW,AR,ELD,El Dorado,South Arkansas Regional at Goodwin Field,CS,None,0%,"22,628","3,718",4091,3059,1803,1222,157,511,1691,1954,2182,2240
488,NM,MT,OLF,Wolf Point,L M Clayton,CS,None,0%,"20,446","4,013",2630,2987,1479,494,900,321,1693,1868,2387,1674
489,AL,AK,AUK,Alakanuk,Alakanuk,CS,None,0%,"39,967","5,042",3152,3756,3378,3213,3302,4015,3527,3518,3109,3955
490,AL,AK,EEK,Eek,Eek,CS,None,0%,"37,456","3,857",3913,3542,3618,3340,2948,3292,3759,3241,3083,2863
491,AL,AK,GGV,Kwigillingok,Kwigillingok,CS,None,0%,"39,002","4,002",3602,3340,3625,3692,3203,3083,3476,3859,3708,3412
492,NM,MT,GGW,Glasgow,Wokal Field/Glasgow International,CS,None,0%,"20,823","3,886",2097,1975,1835,1630,1156,343,1921,1784,2167,2029
493,AL,AK,0AK,Pilot Station,Pilot Station,CS,None,0%,"39,176","3,508",3123,3172,3641,3564,3058,3563,4239,3693,3582,4033
494,AL,AK,SVA,Savoonga,Savoonga,CS,None,0%,"44,861","3,352",3099,3525,4083,4323,4088,4156,4467,4400,4637,4731
495,NM,CO,PUB,Pueblo,Pueblo Memorial,CS,None,0%,"85,366","6,785",6742,9812,22470,11641,5192,4345,4880,4955,4033,4511
496,NM,WY,CYS,Cheyenne,Cheyenne Regional/Jerry Olson Field,CS,None,0%,"172,280","5,794",12345,15010,25112,19507,12608,16697,18116,15469,15127,16495
497,SW,TX,VCT,Victoria,Victoria Regional,GA,None,0%,"75,336","2,227",3288,4597,5200,5038,5625,8415,10138,9113,10932,10763
498,AL,AK,TPO,Port Alsworth,Port Alsworth,GA,None,0%,"14,453","3,567",117,1843,1946,139,49,1938,72,74,2420,2288
499,NM,WY,RIW,Riverton,Riverton Regional,CS,None,0%,"148,430","7,660",13436,13189,14299,14361,14186,17035,15721,14184,12236,12123
500,EA,PA,BFD,Bradford,Bradford Regional,CS,None,0%,"40,212","2,019",2295,2310,2908,2962,2593,4898,3104,3643,5379,8101
501,SO,KY,HOP,Fort Campbell,Campbell AAF (Fort Campbell),GA,None,0%,"117,006","5,123",7501,9960,7315,24803,4267,18639,14214,2102,20598,2484
502,AL,AK,16A,Nunapitchuk,Nunapitchuk,CS,None,0%,"33,688","3,484",3652,3505,3482,2877,2538,2850,3152,2821,2777,2550
503,NM,CO,FNL,Loveland,Fort Collins-Loveland Municipal,CS,None,0%,"310,224","2,080",2725,34817,44999,35671,31079,31094,28315,32847,34669,31928
504,AL,AK,KVL,Kivalina,Kivalina,CS,None,0%,"38,794","3,171",2975,3337,3274,3481,3386,3784,3941,4033,3821,3591
505,AL,AK,KWT,Kwethluk,Kwethluk,CS,None,0%,"34,426","4,485",3871,3662,3579,3276,2397,2602,2923,2329,2796,2506
506,WP,AZ,PRC,Prescott,Ernest A Love Field,CS,None,0%,"64,695","3,862",5223,5152,5159,7836,11668,5816,4165,3780,5020,7014
507,AL,AK,EWU,Newtok,Newtok,CS,None,0%,"26,350","2,841",2744,2652,2352,2607,2221,2192,2348,2103,2136,2154
508,AL,AK,AKP,Anaktuvuk Pass,Anaktuvuk Pass,CS,None,0%,"40,156","3,796",3637,3798,3917,4031,3856,3832,3749,3444,3289,2807
509,AL,AK,SHH,Shishmaref,Shishmaref,CS,None,0%,"40,094","2,703",2490,3171,2989,3126,3369,3476,4732,5040,4395,4603
510,AL,AK,GAM,Gambell,Gambell,CS,None,0%,"42,542","3,420",3312,3483,3429,3851,3489,3793,4372,4310,4360,4723
511,AL,AK,KLG,Kalskag,Kalskag,CS,None,0%,"40,989","3,060",3127,3506,3538,3373,3199,3147,4420,4852,4105,4662
512,AL,AK,Z13,Akiachak,Akiachak,CS,None,0%,"29,790","3,771",2928,3135,3499,2981,2218,2207,2607,1811,2530,2103
513,AL,AK,IAN,Kiana,Bob Baker Memorial,CS,None,0%,"41,279","3,388",3463,3683,3267,3320,3207,3907,4734,5000,3740,3570
514,EA,PA,DUJ,Brookville,Dubois Regional,CS,None,0%,"69,977","4,081",5099,5074,5986,5728,5096,3230,7191,8578,10275,9639
515,AL,AK,MDM,Marshall,Marshall Don Hunter Sr,CS,None,0%,"32,783","3,074",2786,2879,3376,3253,2763,2892,3077,2636,2749,3298
516,NM,OR,UAO,Aurora,Aurora State,GA,None,0%,"74,492","4,362",3924,1679,19,5,632,583,16451,17866,14754,14217
517,NM,CO,ALS,Alamosa,San Luis Valley Regional/Bergman Field,CS,None,0%,"70,446","3,920",6983,6959,7104,6737,6279,7161,7478,7194,5443,5188
518,GL,MI,PTK,Pontiac,Oakland County International,CS,None,0%,"34,799","2,984",2762,2876,1437,1689,2088,6741,5122,3285,2480,3335
519,SW,NM,FMN,Farmington,Four Corners Regional,CS,None,0%,"207,328","5,678",14263,16337,16322,13389,10854,17044,26769,26929,29226,30517
520,AL,AK,TAL,Tanana,Ralph M Calhoun Memorial,CS,None,0%,"36,171","3,027",2811,2897,3166,3241,3298,3549,3719,3592,3433,3438
521,CE,MO,MKC,Kansas City,Charles B Wheeler Downtown,GA,None,0%,"21,488","2,422",3065,2261,2121,1169,2146,2850,1586,2390,615,863
522,AL,AK,4KA,Tununak,Tununak,CS,None,0%,"21,839","2,465",1791,2008,1909,2145,1801,1809,2001,1759,2066,2085
523,AL,AK,HLA,Huslia,Huslia,CS,None,0%,"35,473","3,269",3012,2948,3232,3400,3324,3331,3215,3337,3072,3333
524,AL,AK,CXF,Coldfoot,Coldfoot,CS,None,0%,"17,483","5,962",4067,4509,340,212,243,537,534,285,427,367
525,AL,AK,BTI,Kaktovik,Barter Island LRRS,CS,None,0%,"32,856","2,925",2382,715,1989,2828,2894,3029,3695,4942,3867,3590
526,AL,AK,MTM,Metlakatla,Metlakatla,CS,None,0%,"41,871","4,057",4243,3927,3657,4140,3403,3344,3932,2329,3821,5018
527,AL,AK,MCG,McGrath,McGrath,CS,None,0%,"52,738","2,968",3658,4671,5519,5242,4893,5278,5190,5006,5141,5172
528,SW,AR,HOT,Hot Springs,Memorial Field,CS,None,0%,"26,032","2,471",2904,2452,1543,799,165,1382,3453,3881,3366,3616
529,EA,VA,LFI,Hampton,Langley AFB,GA,None,0%,"20,593",381,1227,646,2111,2039,3947,2739,2894,643,1728,2238
530,AL,AK,SNP,Saint Paul Island,St Paul Island,CS,None,0%,"33,631","2,727",2676,2987,2830,3229,3130,3301,3064,3313,3325,3049
531,AL,AK,AQT,Nuiqsut,Nuiqsut,CS,None,0%,"34,651","2,113",2326,1886,2380,2741,2597,2819,4545,4882,3954,4408
532,AL,AK,WBB,Stebbins,Stebbins,CS,None,0%,"27,931","2,256",2244,2621,2880,2603,2296,2571,2349,2428,2793,2890
533,AL,AK,4A2,Atmautluak,Atmautluak,CS,None,0%,"25,281","2,959",2500,2315,2376,2115,1915,2244,2613,2018,2204,2022
534,AL,AK,IGT,Nightmute,Nightmute,CS,None,0%,"19,620","1,939",1942,1783,1646,2074,1811,1800,1659,1642,1664,1660
535,GL,OH,BKL,Cleveland,Burke Lakefront,CS,None,0%,"17,032","1,241",1242,1829,1357,1713,1103,2059,1854,1716,1447,1471
536,WP,CA,IPL,Imperial,Imperial County,CS,None,0%,"69,381","2,470",2660,5491,6136,4752,5641,7061,11629,10458,5977,7106
537,AL,AK,CGA,Craig,Craig,CS,None,0%,"43,490","2,869",3387,3246,3470,4368,4470,5844,6300,2517,3088,3931
538,AL,AK,TLT,Tuluksak,Tuluksak,CS,None,0%,"30,525","2,994",2641,2857,2923,2658,2762,2630,2883,2168,3061,2948
539,EA,MD,ADW,Camp Springs,Joint Base Andrews,GA,None,0%,"46,188","3,011",3590,4744,4421,5316,5588,3669,2753,3705,4524,4867
540,GL,IN,GYY,Gary,Gary/Chicago International,GA,None,0%,"100,374","5,617",9745,11443,1420,2143,1633,4353,16223,2512,17935,27350
541,SO,MS,TUP,Tupelo,Tupelo Regional,CS,None,0%,"187,032","5,553",6376,8191,12615,12749,13319,15985,28798,32021,30318,21107
