LocID,ALIAS,Facility Type,FAA REGION,STATE,AP Type,Latitude,Longitude,ARPElevation,Runway_ct
MTO,Coles County Memorial Airport,Airport,AGL,IL,Public Use,39.477889,-88.279972,722,3
0C1,,Airport,ACE,MO,Public Use,39.48775,-94.781139,1007,1
OVE,Oroville Municipal Airport,Airport,AWP,CA,Public Use,39.487806,-121.622,194,2
52K,,Airport,ACE,KS,Public Use,39.49795,-96.175083,1183,1
70D,,Airport,AEA,WV,Public Use,39.498889,-79.853139,1863,1
FLX,Fallon Municipal Airport,Airport,AWP,NV,Public Use,39.499083,-118.74875,3966,2
RNO,Reno-Tahoe Int'l Airport,Airport,AWP,NV,Federalized/Commercial,39.499111,-119.768111,4414,3
W42,,Airport,AEA,MD,Public Use,39.501333,-76.411333,460,1
78I,,Airport,AGL,IN,Public Use,39.501647,-86.688502,795,2
OXD,Miami University Airport,Airport,AGL,OH,Public Use,39.50225,-84.784361,1040,1
I66,Clinton Field,Airport,AGL,OH,Public Use,39.502472,-83.863306,1033,1
40I,,Airport,AGL,OH,Public Use,39.505338,-84.121879,955,1
GWS,Glenwood Springs Municipal Airport,Airport,ANM,CO,Public Use,39.506,-107.309083,5916,1
WLW,Willow-Glenn County Airport,Airport,AWP,CA,Public Use,39.51575,-122.217278,141,3
CYO,Pickaway County Memorial Airport,Airport,AGL,OH,Public Use,39.516,-82.982139,684,1
EVY,,Airport,AEA,DE,Public Use,39.521028,-75.723667,69,2
29N,,Airport,AEA,NJ,Public Use,39.524004,-75.046343,93,1
43U,Mount Pleasant Airport,Airport,ANM,UT,Public Use,39.526543,-111.476088,,
RIL,Garfield County Regional Airport,Airport,ANM,CO,Public Use,39.526611,-107.728,5536,1
MWO,Middletown Municipal Airport,Airport,AGL,OH,Public Use,39.531806,-84.396444,650,2
TAZ,Taylorville Municipal Airport,Airport,AGL,IL,Public Use,39.532586,-89.330707,622,3
12I,,Airport,AGL,IN,Public Use,39.533306,-85.000556,748,2
28N,Vineland-Downstown Airport,Airport,AEA,NJ,Public Use,39.539583,-74.967667,120,2
M06,,Airport,AEA,MD,Public Use,39.541502,-76.069672,0,2
3I3,Sky King Airport,Airport,AGL,IN,Public Use,39.547787,-87.377353,496,2
CNK,Blosser Municipal Airport,Airport,ACE,KS,Public Use,39.549222,-97.652306,1487,3
N58,,Airport,AWP,NV,Public Use,39.559611,-119.241444,4346,2
O06,,Airport,AWP,CA,Public Use,39.566553,-121.467746,900,1
0W3,,Airport,AEA,MD,Public Use,39.566838,-76.202403,408,3
APA,Centennial Airport,Airport,ANM,CO,Public Use,39.570111,-104.849306,5885,3
I23,Fayette County Airport,Airport,AGL,OH,Public Use,39.570404,-83.420516,979,1
K59,Amelia Earhart Airport,Airport,ACE,KS,Public Use,39.570525,-95.180331,1073,1
58M,,Airport,AEA,MD,Public Use,39.574167,-75.869778,106,1
2G4,Garrett County Airport,Airport,AEA,MD,Public Use,39.580806,-79.335944,2933,1
O79,,Airport,AWP,CA,Public Use,39.581667,-120.354028,4984,1
GEZ,Shelbyville Municipal Airport,Airport,AGL,IN,Public Use,39.583139,-85.804806,802,2
MGY,Dayton Wright Brothers Airport,Airport,AGL,OH,Public Use,39.588972,-84.224861,956,1
5MO,,Airport,ACE,MO,Public Use,39.594583,-94.461417,,
05U,Eureka Airport,Airport,AWP,NV,Public Use,39.60375,-116.003611,5957,1
1W3,Mexico Farms Airport,Airport,AEA,MD,Public Use,39.60525,-78.760889,607,2
DMW,Carroll County Regional Airport,Airport,AEA,MD,Public Use,39.608278,-77.007667,789,1
PUC,Carbon County Airport,Airport,ANM,UT,Public Use,39.613917,-110.751444,5957,3
CBE,,Airport,AEA,MD,Public Use,39.615387,-78.760807,775,2
HFY,Greenwood Municipal Airport,Airport,AGL,IN,Public Use,39.627611,-86.088028,822,1
14I,,Airport,AGL,OH,Public Use,39.633394,-83.749924,,
4I7,Putnam County Airport,Airport,AGL,IN,Public Use,39.633556,-86.813806,,
K52,Monroe City Regional Airport,Airport,ACE,MO,Public Use,39.634411,-91.726994,737,1
PPQ,Pittsfield Penstone Muni Airport,Airport,AGL,IL,Public Use,39.63889,-90.778559,709,1
EGE,Eagle County Regional Airport,Airport,ANM,CO,Public Use,39.64275,-106.915944,6547,2
MGW,Morgantown Municipal Airport,Airport,AEA,WV,Public Use,39.642917,-79.916306,1243,1
03I,,Airport,AGL,OH,Public Use,39.643694,-83.017472,680,1
I71,Morgan County Airport,Airport,AGL,OH,Public Use,39.654238,-81.803189,1000,1
C01,,Airport,AEA,NJ,Public Use,39.655556,-75.014444,145,1
31E,,Airport,AEA,NJ,Public Use,39.665083,-74.307556,38,1
N86,,Airport,AWP,NV,Public Use,39.666577,-119.723243,4620,1
N81,Hammonton Municipal Airport,Airport,AEA,NJ,Public Use,39.667472,-74.757722,64,1
RTS,Reno Stead Airport,Airport,AWP,NV,Public Use,39.668177,-119.87644,5050,2
ILG,New Castle County Airport,Airport,AEA,DE,Federalized/Commercial,39.678722,-75.606639,80,3
K91,Horton Municipal Airport,Airport,ACE,KS,Public Use,39.679169,-95.533591,1134,2
I73,Moraine Airpark,Airport,AGL,OH,Public Use,39.682559,-84.242996,720,1
75D,,Airport,AEA,WV,Public Use,39.684,-80.86225,,
I19,Greene County Regional Airport,Airport,AGL,OH,Public Use,39.691028,-83.99199,949,1
I86,Perry County Airport,Airport,AGL,OH,Public Use,39.691597,-82.197786,1051,1
W35,Potomac Airpark,Airport,AEA,WV,Public Use,39.692611,-78.166083,412,1
CEV,Mettel Field,Airport,AGL,IN,Public Use,39.698194,-85.131139,866,2
PRG,Edgar County Airport,Airport,AGL,IL,Public Use,39.700159,-87.669619,654,2
17N,Cross Keys Airport,Airport,AEA,NJ,Public Use,39.705476,-75.033003,162,1
HGR,Hagerstown Regional Airport,Airport,AEA,MD,Federalized/Commercial,39.7085,-77.7265,703,2
1I7,Clinton Airport,Airport,AGL,IN,Public Use,39.712538,-87.401407,526,1
IND,Indianapolis Int'l Airport,Airport,AGL,IN,Federalized/Commercial,39.717299,-86.294661,796,3
O37,,Airport,AWP,CA,Public Use,39.720389,-122.146361,217,1
HAE,Hannibal Regional Airport,Airport,ACE,MO,Public Use,39.725167,-91.443861,768,1
EZZ,Cameron Memorial Airport,Airport,ACE,MO,Public Use,39.727556,-94.276389,1040,1
K89,Macon Fower Memorial Airport,Airport,ACE,MO,Public Use,39.728707,-92.464455,878,1
K38,,Airport,ACE,KS,Public Use,39.735167,-97.047583,1436,1
7N7,,Airport,AEA,NJ,Public Use,39.735563,-75.397721,39,1
PHG,Phillipsburg Municipal Airport,Airport,ACE,KS,Public Use,39.735806,-99.317111,1906,2
U14,Nephi Municipal Airport,Airport,ANM,UT,Public Use,39.736583,-111.870056,5022,1
5K0,,Airport,ACE,KS,Public Use,39.744139,-101.556472,3489,2
2R2,Hendricks County Airport,Airport,AGL,IN,Public Use,39.746778,-86.475167,897,1
7L8,Post Air Airport,Airport,AGL,IN,Public Use,39.750043,-86.013871,861,1
LHQ,Fairfield County Airport,Airport,AGL,OH,Public Use,39.755638,-82.657096,868,1
RID,Richmond Municipal Airport,Airport,AGL,IN,Public Use,39.756083,-84.842694,1139,2
W73,Mid Atlantic Soaring Center Airport,Airport,AEA,PA,Public Use,39.75704,-77.351376,573,1
5D7,,Airport,AGL,OH,Public Use,39.758392,-84.191607,800,1
SYF,Cheyenne County Municipal Airport,Airport,ACE,KS,Public Use,39.761056,-101.795917,3429,3
P98,,Airport,AEA,PA,Public Use,39.761208,-77.275264,530,1
K82,Smith Center Municipal Airport,Airport,ACE,KS,Public Use,39.762599,-98.794485,1799,2
8A4,,Airport,AGL,IN,Public Use,39.765876,-86.148875,732,1
I44,,Airport,AGL,OH,Public Use,39.76589,-84.343278,925,1
MO8,,Airport,ACE,MO,Public Use,39.77,-93.012806,844,1
STJ,Rosecrans Memorial Airport,Airport,ACE,MO,Public Use,39.771944,-94.909706,826,2
IJX,Jacksonville Municipal Airport,Airport,AGL,IL,Public Use,39.774609,-90.23827,623,2
19N,Berlin-Camden County Airport,Airport,AEA,NJ,Public Use,39.778444,-74.947806,150,1
4G5,Monroe County Airport,Airport,AGL,OH,Public Use,39.779051,-81.10278,1197,1
K96,Tuscola Airport,Airport,AGL,IL,Public Use,39.781197,-88.306446,665,1
CHT,Chillicothe Municpal Airport,Airport,ACE,MO,Public Use,39.782,-93.49625,783,2
FTG,Front Range Airport,Airport,ANM,CO,Public Use,39.7842,-104.537622,5512,2
GFD,,Airport,AGL,IN,Public Use,39.790321,-85.736089,895,1
O09,Round Valley Airport,Airport,AWP,CA,Public Use,39.7905,-123.266333,1434,1
6W6,Hanover Airport,Airport,AEA,PA,Public Use,39.792806,-77.025056,,
0P2,,Airport,AEA,PA,Public Use,39.794824,-76.647191,1000,2
CIC,Chico Municipal Airport,Airport,AWP,CA,Federalized/Commercial,39.795389,-121.858417,240,3
I10,Noble Cnty Airport Mike Brienza Fld,Airport,AGL,OH,Public Use,39.800971,-81.536324,879,1
TKO,Mankato Airport,Airport,ACE,KS,Public Use,39.80279,-98.221162,1859,2
6K2,,Airport,ACE,MO,Public Use,39.812567,-92.050217,760,1
LCK,Rickenbacker Int'l Airport,Airport,AGL,OH,Federalized/Commercial,39.813778,-82.927806,744,2
RPB,Belleville Municipal Airport,Airport,ACE,KS,Public Use,39.81776,-97.659586,1538,2
O02,Nervino Airport,Airport,AWP,CA,Public Use,39.818528,-120.352806,4899,1
N57,New Garden Aviation,Airport,AEA,PA,Public Use,39.830526,-75.769745,436,1
EYE,Eagle Creek Airpark,Airport,AGL,IN,Public Use,39.830806,-86.294389,822,1
0P1,,Airport,ACE,KS,Public Use,39.831694,-99.568444,2213,1
OIN,Oberlin Municipal Airport,Airport,ACE,KS,Public Use,39.833917,-100.539333,2707,2
DEC,Decatur Airport,Airport,AGL,IL,Public Use,39.834563,-88.865689,681,3
SGH,Springfield-Beckley Municpl Airport,Airport,AGL,OH,Public Use,39.840278,-83.840167,1051,2
ADT,Atwood-Rawlins City/County Airport,Airport,ACE,KS,Public Use,39.840339,-101.042483,2990,2
W05,,Airport,AEA,PA,Public Use,39.841308,-77.27465,553,1
MQJ,Mt Comfort Airfield,Airport,AGL,IN,Public Use,39.843486,-85.897064,862,2
SPI,Abraham Lincoln Capital Airport,Airport,AGL,IL,Federalized/Commercial,39.84421,-89.67809,597,3
62K,,Airport,ACE,KS,Public Use,39.847611,-96.116917,1291,1
NRN,Norton Municipal Airport,Airport,ACE,KS,Public Use,39.850472,-99.894694,2384,2
9W8,,Airport,AEA,PA,Public Use,39.852324,-76.486353,750,1
MYZ,Marysville Municipal Airport,Airport,ACE,KS,Public Use,39.856429,-96.630713,1283,2
9N2,,Airport,AEA,PA,Public Use,39.859002,-75.299631,0,1
DEN,Denver Int'l Airport,Airport,ANM,CO,Federalized/Commercial,39.861667,-104.673167,5433,6
I62,,Airport,AGL,OH,Public Use,39.862553,-84.433282,1037,1
PHL,Philadelphia Int'l Airport,Airport,AEA,PA,Federalized/Commercial,39.872249,-75.240866,36,4
UWL,New Castle-Henry County Airport,Airport,AGL,IN,Public Use,39.875852,-85.326468,1087,1
K87,,Airport,ACE,KS,Public Use,39.87917,-95.52526,1130,2
MPG,Marshall County Airport,Airport,AEA,WV,Public Use,39.880833,-80.735778,1214,1
7B4,,Airport,AGL,OH,Public Use,39.884508,-82.589051,930,1
I61,,Airport,AGL,IN,Public Use,39.889167,-85.163333,1000,1
WAY,Greene County Airport,Airport,AEA,PA,Public Use,39.901139,-80.130694,1068,1
TZR,Bolton Field Airport,Airport,AGL,OH,Public Use,39.901167,-83.136917,904,1
DAY,Dayton Int'l Airport,Airport,AGL,OH,Federalized/Commercial,39.902251,-84.21941,1009,3
N73,,Airport,AEA,NJ,Public Use,39.904152,-74.749549,54,1
K83,,Airport,ACE,KS,Public Use,39.904167,-95.779433,1330,1
BJC,Rocky Mountain Metropolitan Airport,Airport,ANM,CO,Public Use,39.908806,-105.117194,5673,3
04I,,Airport,AGL,OH,Public Use,39.911173,-83.188801,920,1
3I7,,Airport,AGL,OH,Public Use,39.913278,-84.400413,1028,1
THV,York Aviation Airport,Airport,AEA,PA,Public Use,39.917,-76.873028,494,1
MJX,R J Miller Ocean County Airport,Airport,AEA,NJ,Public Use,39.9275,-74.292389,86,3
UYF,Madison County Airport,Airport,AGL,OH,Public Use,39.932722,-83.462,1081,1
N14,Flying W Ranch Airport,Airport,AEA,NJ,Public Use,39.934278,-74.807222,49,1
UMP,Indianapolis Metropolitan Airport,Airport,AGL,IN,Public Use,39.935222,-86.04491,811,1
P72,,Airport,AEA,PA,Public Use,39.937335,-75.141288,15,1
UIN,Quincy Regional-Baldwin Field,Airport,AGL,IL,Public Use,39.942853,-91.194584,768,3
VAY,South Jersey Regional Airport,Airport,AEA,NJ,Public Use,39.942889,-74.84575,52,1
0O4,Corning Municipal Airport,Airport,AWP,CA,Public Use,39.943639,-122.171139,295,1
2O1,Gansner Field,Airport,AWP,CA,Public Use,39.943917,-120.945389,3418,1
ZZV,Zanesville Municipal Airport,Airport,AGL,OH,Public Use,39.944444,-81.892083,899,2
II9,,Airport,AGL,IN,Public Use,39.954167,-85.243333,1140,1
VVS,Joseph A. Hardy Connellsville Arpt,Airport,AEA,PA,Public Use,39.959056,-79.657417,1264,2
2A7,,Airport,AGL,OH,Public Use,39.959786,-83.044074,715,1
N68,Franklin County Regional Airport,Airport,AEA,PA,Public Use,39.972962,-77.643256,687,1
K06,Greater Beardstown Airport,Airport,AGL,IL,Public Use,39.973381,-90.403736,465,1
CDI,Cambridge Municipal Airport,Airport,AGL,OH,Public Use,39.975028,-81.577583,798,1
CFJ,Crawfordsville Municipal Airport,Airport,AGL,IN,Public Use,39.975629,-86.919864,800,1
MQS,Chester County Airport,Airport,AEA,PA,Public Use,39.978972,-75.865472,660,1
I63,,Airport,AGL,IL,Public Use,39.985389,-90.804139,733,1
OQN,Brandywine Airport,Airport,AEA,PA,Public Use,39.990118,-75.581907,462,1
37I,,Airport,AGL,OH,Public Use,39.990887,-84.270501,930,1
CMH,Port Columbus Int'l Airport,Airport,AGL,OH,Federalized/Commercial,39.998,-82.892028,815,2
6G5,,Airport,AGL,OH,Public Use,40.002416,-81.191824,1312,1
I80,,Airport,AGL,IN,Public Use,40.0035,-85.964528,821,1
2K0,Piatt County Airport,Airport,AGL,IL,Public Use,40.005278,-88.558583,740,1
42I,,Airport,AGL,OH,Public Use,40.007012,-82.012358,790,1
6I4,Boone County Airport,Airport,AGL,IN,Public Use,40.007264,-86.440555,959,1
7SP,Seven Springs Airport,Airport,AEA,PA,Public Use,40.010047,-79.321894,,
EIK,Erie Municipal Airport,Airport,ANM,CO,Public Use,40.010225,-105.047975,5119,1
1WF,,Airport,AGL,OH,Public Use,40.014764,-84.198056,820,1
07N,,Airport,AEA,PA,Public Use,40.016762,-77.003867,470,1
I54,Mad River Incorporated Airport,Airport,AGL,OH,Public Use,40.020059,-83.828541,958,1
0P8,,Airport,AEA,PA,Public Use,40.022596,-76.816636,450,1
VTA,Newark-Heath Airport,Airport,AGL,OH,Public Use,40.024667,-82.461806,883,1
8N7,,Airport,AEA,PA,Public Use,40.025098,-76.487187,,
2N6,,Airport,AEA,NJ,Public Use,40.027083,-74.690889,78,2
0Q5,Shelter Cove Airport,Airport,AWP,CA,Public Use,40.028167,-124.074306,73,1
TYQ,Indianapolis Executive Airport,Airport,AGL,IN,Public Use,40.030667,-86.251444,922,1
CMI,Univ Of Illinois-Willard Airport,Airport,AGL,IL,Federalized/Commercial,40.038833,-88.277806,754,3
2G9,Somerset County Airport,Airport,AEA,PA,Public Use,40.038871,-79.014995,2275,2
BDU,Boulder Municipal Airport,Airport,ANM,CO,Public Use,40.03943,-105.225822,5288,2
S37,,Airport,AEA,PA,Public Use,40.041593,-76.201896,370,1
H63,,Airport,ACE,NE,Public Use,40.043067,-99.250926,1946,1
12K,Superior Municipal Airport,Airport,ACE,NE,Public Use,40.0462,-98.061255,1691,2
EEO,Meeker Airport,Airport,ANM,CO,Public Use,40.048806,-107.885917,6415,1
I72,Westfield Airport,Airport,AGL,IN,Public Use,40.048926,-86.157768,932,1
2N5,,Airport,AEA,PA,Public Use,40.04951,-76.97715,611,1
20V,Grand Mcelroy Airfield,Airport,ANM,CO,Public Use,40.053465,-106.369153,7415,1
2P7,Alderman Airport,Airport,AGL,OH,Public Use,40.056863,-80.963188,1186,1
42V,,Airport,ACE,NE,Public Use,40.05805,-101.546834,3126,1
N42,,Airport,AEA,PA,Public Use,40.058423,-77.462208,760,1
LOL,Derby Field,Airport,AWP,NV,Public Use,40.066467,-118.565086,3907,2
N12,,Airport,AEA,NJ,Public Use,40.066803,-74.177669,41,1
00A,,Airport,AEA,PA,Public Use,40.070833,-74.933611,11,1
FNB,Brenner Field,Airport,ACE,NE,Public Use,40.078778,-95.592,984,1
OSU,Ohio State University Airport,Airport,AGL,OH,Public Use,40.079831,-83.073152,905,4
PNE,Northeast Philadelphia Airport,Airport,AEA,PA,Public Use,40.081944,-75.010583,119,2
7V7,Red Cloud Municipal Airport,Airport,ACE,NE,Public Use,40.082167,-98.541361,1744,1
TRX,Trenton Municipal Airport,Airport,ACE,MO,Public Use,40.083528,-93.590639,757,1
O16,Garberville Airport,Airport,AWP,CA,Public Use,40.085694,-123.81425,550,1
HMZ,Bedford County Airport,Airport,AEA,PA,Public Use,40.086111,-78.5135,1161,1
GNB,Granby-Grand County Airport,Airport,ANM,CO,Public Use,40.090014,-105.916464,8207,1
38I,,Airport,AGL,OH,Public Use,40.091169,-83.689372,1150,1
N71,,Airport,AEA,PA,Public Use,40.092207,-76.574355,458,1
IRK,Kirksville Municipal Airport,Airport,ACE,MO,Public Use,40.093472,-92.544917,966,2
4V0,Rangely Airport,Airport,ANM,CO,Public Use,40.093972,-108.763056,5278,1
2V5,Wray Municipal Airport,Airport,ANM,CO,Public Use,40.100323,-102.24096,3677,1
18V,,Airport,ANM,CO,Public Use,40.102722,-104.701194,4965,2
2V6,Yuma Municipal Airport,Airport,ANM,CO,Public Use,40.104153,-102.712987,4137,2
2D6,,Airport,AGL,OH,Public Use,40.107014,-80.975373,1100,1
P99,,Airport,AEA,PA,Public Use,40.108406,-79.548094,1090,1
P45,,Airport,AEA,PA,Public Use,40.108406,-79.541427,1160,2
AID,Anderson Municipal Airport,Airport,AGL,IN,Public Use,40.108611,-85.613,919,2
08G,,Airport,AGL,OH,Public Use,40.110904,-81.526231,960,1
4D9,,Airport,ACE,NE,Public Use,40.11375,-99.346306,2072,1
50K,,Airport,ACE,NE,Public Use,40.116167,-96.194861,1260,1
5K4,,Airport,AGL,IL,Public Use,40.117547,-90.590405,665,1
LNS,Lancaster Airport,Airport,AEA,PA,Federalized/Commercial,40.122361,-76.294361,402,2
6M6,,Airport,ACE,MO,Public Use,40.129176,-91.678269,675,1
22D,,Airport,AEA,PA,Public Use,40.130639,-80.096139,1210,1
I74,Grimes Field,Airport,AGL,OH,Public Use,40.132583,-83.753528,1067,2
AFJ,Washington County Airport,Airport,AEA,PA,Public Use,40.136472,-80.290194,1183,1
LOM,Wings Field,Airport,AEA,PA,Public Use,40.137556,-75.265139,301,1
H37,Herlong Airport,Airport,AWP,CA,Public Use,40.138722,-120.179972,4062,1
U77,Spanish Fork-Springville Airport,Airport,ANM,UT,Public Use,40.142642,-111.664283,4529,1
C16,Frasca Field,Airport,AGL,IL,Public Use,40.1464,-88.198488,735,2
RBL,Red Bluff Minicipal Airport,Airport,AWP,CA,Public Use,40.150306,-122.252194,352,1
HJH,Hebron Municipal Airport,Airport,ACE,NE,Public Use,40.151944,-97.584528,1468,2
7I2,Reese Airport,Airport,AGL,IN,Public Use,40.154211,-85.316636,991,1
O03,,Airport,AEA,PA,Public Use,40.157041,-75.870489,600,1
AAA,Logan County Airport,Airport,AGL,IL,Public Use,40.158694,-89.335028,594,2
LMO,Vance Brand Airport,Airport,ANM,CO,Public Use,40.164296,-105.163732,5055,1
I17,Piqua Airport,Airport,AGL,OH,Public Use,40.164694,-84.308444,993,1
I22,Randolph County Airport,Airport,AGL,IN,Public Use,40.167681,-84.929378,1122,1
HLG,Wheeling-Ohio County Airport,Airport,AEA,WV,Public Use,40.175,-80.646278,1194,2
AKO,Akron-Washington County Airport,Airport,ANM,CO,Public Use,40.175639,-103.222028,4715,1
5I4,,Airport,AGL,IN,Public Use,40.177926,-86.217299,936,2
FBY,Fairbury Municipal Airport,Airport,ACE,NE,Public Use,40.181972,-97.167889,1478,2
BLM,Monmouth Executive Airport,Airport,AEA,NJ,Public Use,40.18675,-74.124556,153,2
9V2,Trenton Municipal Airport,Airport,ACE,NE,Public Use,40.187498,-101.025438,,
N94,Carlisle Airport,Airport,AEA,PA,Public Use,40.187913,-77.174276,510,1
U69,Duchesne Municipal Airport,Airport,ANM,UT,Public Use,40.191903,-110.380989,5830,2
MDT,Harrisburg Int'l Airport,Airport,AEA,PA,Federalized/Commercial,40.193191,-76.762621,309,1
DNV,Vermilion County Airport,Airport,AGL,IL,Public Use,40.199694,-87.595528,696,2
N48,,Airport,AEA,PA,Public Use,40.202053,-75.178229,250,1
N10,,Airport,AEA,PA,Public Use,40.204048,-75.430263,277,1
VES,Darke County Airport,Airport,AGL,OH,Public Use,40.204417,-84.531917,1007,1
MCK,Mccook Municipal Airport,Airport,ACE,NE,Public Use,40.206278,-100.592083,2582,3
FWQ,Rostraver Airport,Airport,AEA,PA,Public Use,40.209722,-79.831444,1228,1
T42,,Airport,AWP,CA,Public Use,40.211472,-123.297694,2781,1
N87,Trenton-Robbinsville Airport,Airport,AEA,NJ,Public Use,40.213944,-74.601778,118,1
CXY,Capital City Airport,Airport,AEA,PA,Public Use,40.217139,-76.851361,346,2
PVU,Provo Municipal Airport,Airport,ANM,UT,Federalized/Commercial,40.219194,-111.723361,4497,3
9I0,,Airport,AGL,IL,Public Use,40.221986,-90.022866,499,1
MRT,Union County Airport,Airport,AGL,OH,Public Use,40.224694,-83.351611,1020,1
I99,Alexandria Airport,Airport,AGL,IN,Public Use,40.232513,-85.637531,900,1
8G6,Harrison County Airport,Airport,AGL,OH,Public Use,40.238356,-81.012856,1173,1
PTW,Pottstown-Limerick Airport,Airport,AEA,PA,Public Use,40.239556,-75.556722,308,1
I12,Sidney Municipal Airport,Airport,AGL,OH,Public Use,40.241427,-84.150884,,
MIE,Delaware County Airport,Airport,AGL,IN,Public Use,40.242472,-85.39575,937,2
5V6,,Airport,ANM,CO,Public Use,40.242944,-103.094306,4509,2
G05,,Airport,AEA,PA,Public Use,40.245903,-80.012274,1236,1
80G,Tri City Airport,Airport,AGL,OH,Public Use,40.247849,-81.735959,844,1
N47,Pottstown Municipal Airport,Airport,AEA,PA,Public Use,40.260401,-75.670853,256,1
K19,Albany Municipal Airport,Airport,ACE,MO,Public Use,40.262194,-94.339028,891,1
7V5,Brush Municipal Airport,Airport,ANM,CO,Public Use,40.264361,-103.575639,4280,1
FKR,Frankfort Municipal Airport,Airport,AGL,IN,Public Use,40.273431,-86.56217,860,2
LBE,Arnold Palmer Regional Airport,Airport,AEA,PA,Federalized/Commercial,40.274611,-79.40675,1198,1
TTN,Trenton Mercer Airport,Airport,AEA,NJ,Federalized/Commercial,40.276691,-74.813468,212,5
75K,Bethany Memorial Airport,Airport,ACE,MO,Public Use,40.276833,-94.007417,1035,1
74V,Roosevelt Municipal Airport,Airport,ANM,UT,Public Use,40.278417,-110.051389,5176,1
DLZ,Delaware Municipal Airport,Airport,AGL,OH,Public Use,40.279694,-83.114806,945,1
O05,Chester Airport,Airport,AWP,CA,Public Use,40.282361,-121.241167,4534,1
58N,,Airport,AEA,PA,Public Use,40.286767,-76.576983,489,1
08N,,Airport,AEA,PA,Public Use,40.291551,-76.328747,550,1
TIP,Rantoul Natl Avn Ctr-Frank Elliott,Airport,AGL,IL,Public Use,40.293556,-88.142389,737,2
6CM,,Airport,AGL,OH,Public Use,40.29545,-82.729972,1180,1
AOO,Altoona-Blair County Airport,Airport,AEA,PA,Public Use,40.296361,-78.320028,1503,2
BIE,Beatrice Municipal Airport,Airport,ACE,NE,Public Use,40.301278,-96.754111,1323,2
CSB,Cambridge Municipal Airport,Airport,ACE,NE,Public Use,40.306583,-100.162083,2414,1
I40,Richard Downing Airport,Airport,AGL,OH,Public Use,40.310162,-81.852404,978,1
JST,Johnstown-Cambria County Airport,Airport,AEA,PA,Federalized/Commercial,40.315555,-78.834661,2284,2
4I3,Knox County Airport,Airport,AGL,OH,Public Use,40.328917,-82.526083,1191,1
3N6,Old Bridge Airport,Airport,AEA,NJ,Public Use,40.329887,-74.346787,87,1
11V,,Airport,ANM,CO,Public Use,40.330537,-104.60885,4820,2
78Y,,Airport,ACE,MO,Public Use,40.331694,-94.834694,976,1
DYL,Doylestown Airport,Airport,AEA,PA,Public Use,40.33305,-75.122338,393,1
31D,,Airport,AEA,PA,Public Use,40.333403,-79.779212,1250,1
FMM,Fort Morgan Municipal Airport,Airport,ANM,CO,Public Use,40.333973,-103.804064,4595,3
37V,,Airport,ACE,NE,Public Use,40.341583,-99.907806,2273,1
9D4,Deck Airport,Airport,AEA,PA,Public Use,40.352128,-76.329644,523,1
EVU,Northwest Missouri Reg'l Airport,Airport,ACE,MO,Public Use,40.353291,-94.916635,1145,1
AGC,Allegheny County Airport,Airport,AEA,PA,Public Use,40.354401,-79.930169,1251,3
2G2,Jefferson County Airpark,Airport,AGL,OH,Public Use,40.360218,-80.700874,1198,1
6G4,Wynkoop Airport,Airport,AGL,OH,Public Use,40.365062,-82.495718,1041,2
EDJ,Bellefontaine Regional Airport,Airport,AGL,OH,Public Use,40.372278,-83.81925,1121,1
SVE,Susanville Municipal Airport,Airport,AWP,CA,Public Use,40.375694,-120.572694,4149,4
5G8,Greensburg-Jeannette Regional Arpt,Airport,AEA,PA,Public Use,40.376333,-79.608778,1188,1
RDG,Reading Regional Airport,Airport,AEA,PA,Federalized/Commercial,40.3785,-75.96525,343,2
K01,Farington Field,Airport,ACE,NE,Public Use,40.387502,-95.789162,932,2
CKZ,Pennridge Airport,Airport,AEA,PA,Public Use,40.389186,-75.290481,567,1
7G4,Blue Knob Valley Airport,Airport,AEA,PA,Public Use,40.395906,-78.453903,1270,1
7N8,Butter Valley Golf Port,Airport,AEA,PA,Public Use,40.398153,-75.56435,500,1
39N,Princeton Airport,Airport,AEA,NJ,Public Use,40.399083,-74.659,128,1
0G3,,Airport,ACE,NE,Public Use,40.400944,-96.170444,1306,1
02P,,Airport,AEA,PA,Public Use,40.403583,-77.556583,591,1
,,Airport,AGL,OH,Public Use,40.407976,-83.21936,,
LAF,Purdue University Airport,Airport,AGL,IN,Public Use,40.412306,-86.936889,605,2
U74,,Airport,AWP,NV,Public Use,40.415944,-116.5635,4790,2
0H7,,Airport,ACE,MO,Public Use,40.421722,-91.706667,700,1
8I3,,Airport,AGL,IN,Public Use,40.433371,-86.203327,850,1
UKT,,Airport,AEA,PA,Public Use,40.435139,-75.381944,525,1
GXY,Greeley-Weld County Airport,Airport,ANM,CO,Public Use,40.437417,-104.633222,4696,4
VEL,Vernal Airport,Airport,ANM,UT,Public Use,40.440917,-109.509917,5278,2
9N7,Farmers Pride Airport,Airport,AEA,PA,Public Use,40.442868,-76.441627,495,1
K57,Gould Peterson Municipal Airport,Airport,ACE,MO,Public Use,40.445944,-95.367306,912,1
03D,Memphis Memorial Airport,Airport,ACE,MO,Public Use,40.44725,-92.226944,813,1
1C1,Paxton Airport,Airport,AGL,IL,Public Use,40.448979,-88.127738,779,1
PLD,Portland Municipal Airport,Airport,AGL,IN,Public Use,40.451583,-84.989028,925,1
FNL,Fort Collins-Loveland Airport,Airport,ANM,CO,Federalized/Commercial,40.451827,-105.011336,5015,2
